country,state,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Turkey,Karaman,498.7,517.32,576.79,377.07,502.68,464.05,426.08,409.04,526.37,519.49,421.59
Turkey,Kars,648.45,631.57,515.37,498.66,509.61,596.65,669.02,450.76,582.44,403.04,565.05
Turkey,Kastamonu,794.38,689.99,742.12,496.22,797.66,791.83,841.94,653.29,756.73,705.85,550.93
Turkey,Kayseri,534.64,498.34,550.36,345.23,474.16,444.81,461.58,392.24,531.12,440.4,391.6
Turkey,Kilis,431.62,553.99,842.17,411.59,482.69,533.64,548.81,400.61,744.32,743.93,551.49
Turkey,Kirikkale,536.44,426.21,493.12,303.13,498.35,482.05,491.62,384.84,500.54,432.21,358.23
Turkey,Kirklareli,822.8,578.18,704.74,613.25,916.15,780.06,661.07,729.21,753.6,525.01,546.93
Turkey,Kirsehir,548.91,451.73,483.73,321.88,465.85,467.94,466.92,378.15,502.24,433.92,359.36
Turkey,Kocaeli,922.81,673.19,802.26,626.81,909.2,877.33,797.02,745.77,845.68,656.99,634.8
Turkey,Konya,489.97,481.1,513.59,354.2,480.65,470.23,416.24,393.11,487.66,430.75,385.5
Turkey,Kutahya,825.82,630.44,840.11,607.42,733.44,820.08,688.39,650.17,755.69,590.79,588.81
Turkey,Malatya,457.22,551.65,637.3,378.16,482.16,482.14,501.22,370.06,646.22,548.36,487.92
Turkey,Manisa,799.76,618.47,884.66,711.53,749.53,754.15,631.02,669.78,728.48,652.67,568.86
Turkey,Mardin,392.15,536.06,637.16,465.08,475.21,530.04,569.91,380.28,701.23,678.44,605.61
Turkey,Mugla,904.41,733.98,1040.98,832.92,872.67,864.93,656.29,758.6,823.54,851.88,665.61
Turkey,Mus,638.61,728.18,659.47,565.91,588.36,671.26,764.42,508.75,790.2,623.56,678.52
Turkey,Nevsehir,510.91,448.75,470.81,314.61,434.76,428.68,430.99,368.72,472.8,404.89,347.95
Turkey,Nigde,467.1,463.69,502.64,320.6,419.91,407.7,409.28,363.5,486.01,414.32,358.26
Turkey,Ordu,650.35,686.79,746.53,504.09,647.96,664.25,808.13,591.94,677.19,565.47,543.96
Turkey,Osmaniye,827.49,848.6,1104.46,610.78,750.33,762.2,808.92,614.73,1053.47,966.68,734.74
Turkey,Rize,751.49,847.41,766.56,722.34,741.74,851.57,1012.06,686.81,823.29,617.67,713.18
Turkey,Sakarya,841.06,623.54,757.29,566.13,853.05,865.38,780.38,693.27,811.93,664.38,622.01
Turkey,Samsun,709.34,680.24,745,478.79,716.71,691.82,772.66,595.82,687.77,592.12,493.5
Turkey,Sanliurfa,346.73,458.14,618.18,363.37,395.17,463.8,454.42,300.29,624.49,609.71,482.31
Turkey,Siirt,610.37,781.09,825.66,686.11,653.62,712.25,855.31,582.1,947.75,831.28,822.6
Turkey,Sinop,730.68,661.25,706.57,461.63,720.04,707.67,770.59,598.59,688.69,612.5,473.2
Turkey,Sirnak,510.82,661.52,711.39,613.66,562.85,605.56,735.02,502.55,829.97,749.71,729.96
Turkey,Sivas,493.74,500.31,549.42,357.12,481.32,469.67,533.05,416.71,521.16,433.73,418.17
Turkey,Tekirdag,824.23,586.59,712.37,638.4,875.37,751.65,645.87,713.4,743.43,524.81,544.4
Turkey,Tokat,543.73,523.76,582.68,382.9,518.44,521.14,617.51,482.07,531.54,453.91,422.36
Turkey,Trabzon,600.29,723.93,664.54,542.75,635.09,694.79,821.35,563.49,687.12,522.32,597.58
Turkey,Tunceli,593.53,711.14,736.84,524.07,608.3,651.08,728.36,484.49,798.2,643.25,642.83
Turkey,Usak,682.16,557.99,749.44,576.74,633.58,700.14,554.01,568.42,658.79,537,506.74
Turkey,Van,483.66,577.05,520.89,483.29,479.96,532.97,609.24,420.45,623.78,493.74,555.39
Turkey,Yalova,958.01,696.19,841.04,661.21,906.23,869.94,808.92,790.81,863.16,633.43,612.05
Turkey,Yozgat,554.66,466.13,529.46,333.23,474.27,472.72,508.08,412.82,499.8,432.66,377.74
Turkey,Zonguldak,1005.08,727.1,871.45,602.01,992.42,979.49,989.01,777.9,935.04,827.24,665.04
USA,United States,707.51,707.37,658.57,745.48,720.92,806.4,728.29,755.19,804.4,814.96,717.58
USA,Alabama,1229.76,1362.37,1378.16,1770.84,1426.7,1686.32,1271.12,1700.42,1718.65,1490.77,1704.41
USA,Alaska,433.86,467.37,489.79,490.54,473.6,488.49,467.84,485.7,485.51,507.27,469.34
USA,Arizona,331.2,275.44,246.89,302.43,236.48,386.6,277.82,225.34,279.42,315.13,187.91
USA,Arkansas,958.06,1272.66,1062.83,1383.75,1144.01,1605.65,1132.95,1238.17,1535.85,1562.23,1522.14
USA,California,742.42,489.67,615.98,217.4,523.14,414.75,637.88,665.46,504.09,741.23,329.87
USA,Colorado,414.13,414.06,254.1,428.27,459.53,531.98,435.69,416.02,387.81,458.05,269.8
USA,Connecticut,1215.29,1573.37,1151.54,1238.9,1350.89,1139.21,1033.54,1289.6,1605.7,1413.86,1220.01
USA,Delaware,1095.48,1271.66,1077.88,1214.12,1165.34,1209.27,1060.13,1161.06,1622.7,1172.49,1441.14
USA,District of Columbia,1023.4,1124.5,1000.26,1197.81,1107.82,1201.55,1055.56,1069.28,1607.95,1108.93,1478.4
USA,Florida,1214.13,1374.31,1522.78,1593.39,1557.54,1562.87,1423.14,1645.58,1592.56,1576.96,1584.38
USA,Georgia,1090.4,1105.32,1108.17,1619.44,1309.7,1452.29,1069.09,1449.72,1543.64,1298.26,1597.56
USA,Hawaii,1109.04,1715.39,1360.95,1588.09,1920.17,1654.87,1802.89,1801.21,2071.95,1572.94,1828.46
USA,Idaho,537.3,471.04,460.74,380.53,529.27,443.65,457.18,565.05,473.33,505.73,481.56
USA,Illinois,1021.18,1133.86,815.3,1135.85,1112.79,1211.66,1081.18,992.43,1212.69,1328.65,1156.8
USA,Indiana,932.09,1397.35,921.7,1201.08,1117.23,1230.16,1101.66,1171.54,1333.22,1292.98,1187.7
USA,Iowa,1069.81,829.66,656.67,869.65,995.17,1033.97,978.17,888.67,1040.45,1138.39,848.48
USA,Kansas,714.23,616.62,522.67,749.4,691.5,884.9,802.38,831.5,763.97,899.29,668.27
USA,Kentucky,1017.68,1641.57,1170.24,1487.43,1314.15,1478.46,1219.18,1380.31,1676.51,1543.55,1467.04
USA,Louisiana,1104.62,1200.35,1561.73,1565.44,1295.53,1805.58,1482.68,1530.09,1712.59,1549.05,1648.17
USA,Maine,1300.18,1352.02,1112.49,1301.16,1286.77,1105.72,1121.63,1231.2,1274.07,1273.33,1060.5
USA,Maryland,1059.62,1225.2,1043.91,1214.96,1147.26,1212.5,1059.64,1131.7,1622.5,1163.91,1448.81
USA,Massachusetts,1170.02,1559.73,1130.46,1221.53,1318.05,1110.03,1002.32,1280.55,1539.78,1405.32,1156.56
USA,Michigan,817.8,970.69,783.87,989.65,925.8,823.77,925.22,969.3,1015.42,1095.79,958.06
USA,Minnesota,849.29,675.28,638.23,796.26,798.63,800.21,845,714.86,756.01,961.8,647.89
USA,Mississippi,1090.58,1359.41,1415.91,1645.5,1381.16,1663.94,1395.39,1607.92,1680.94,1602.29,1607.72
USA,Missouri,1105.28,1077.06,792.7,1105.06,1093.6,1316.08,1085.95,1060.64,1121.71,1333.93,1149.45
USA,Montana,473.63,444.45,349.24,435.93,424.78,381.35,420.62,398.52,432.49,462.04,369.43
USA,Nebraska,655.26,626.43,396.5,615.02,661.06,711.71,664.35,668.38,723.07,801.17,495.09
USA,Nevada,321.7,283.73,268.69,196.76,245.48,288.77,278.01,270.35,253.73,341.74,183.9
USA,New Hampshire,1235.18,1541.55,1125.53,1280.72,1290.13,1126.17,987.67,1286.1,1445.81,1388.23,1112.96
USA,New Jersey,1127.99,1481.76,1163.19,1272.41,1284.03,1233.4,1090.42,1276.7,1691.73,1293,1406.25
USA,New Mexico,358.98,233.68,232.74,316.04,356.51,518.47,335.28,365.08,344.57,332.56,208.98
USA,New York,1093.54,1357.96,1024.42,1170.83,1113.08,1065.28,927.62,1211.94,1287.17,1197.89,1048.49
USA,North Carolina,1170.86,1177.38,1140.68,1442.36,1337.16,1458.61,1286.94,1308.39,1718.97,1318.11,1703.52
USA,North Dakota,596.95,565.11,404.27,639.11,471.57,499.82,554.18,402.87,509.58,700.22,363.32
USA,Ohio,936.25,1321.42,915.53,1097.9,1030.2,1094.64,996.62,1170.05,1320.68,1162.16,1109.03
USA,Oklahoma,806.51,732.76,718.3,1015.55,750.9,1159.52,831.29,907.89,978.33,1106.86,946.53
USA,Oregon,777.56,637.87,808.24,440.1,715.24,637.12,749.92,766.37,557.46,619.48,609.88
USA,Pennsylvania,1052.79,1320.39,1038.79,1218.04,1139.93,1144.74,1001.57,1225.17,1459.56,1205.32,1221.17
USA,Rhode Island,1205.75,1564.15,1140.72,1204.42,1361.1,1118.29,1030.36,1280.36,1613.91,1424.75,1201.75
USA,South Carolina,1030.37,1049.87,1079.85,1513.91,1262.78,1410.56,1144.68,1345.53,1523.62,1278.84,1561.84
USA,South Dakota,609.67,556.19,369.65,602.05,532.63,619.44,546.3,453.36,606.6,746.42,397.88
USA,Tennessee,1204.19,1587.99,1241.5,1696.22,1384.4,1590.37,1206.1,1493.99,1741.57,1637.68,1657.72
USA,Texas,678.16,453.28,685.02,691.27,572.62,976.38,813.27,669.43,762.4,694.71,621.9
USA,Utah,389.36,373.86,293.55,325.96,334.63,382.98,333.23,298.55,292.41,386.43,217.77
USA,Vermont,1226.68,1523.37,1107.88,1254.34,1233.54,1116.81,949.62,1253.55,1383.24,1333.84,1071.29
USA,Virginia,1023.82,1112.29,993.38,1222.97,1163.35,1238.38,1094.54,1092.53,1582.98,1154.16,1498.28
USA,Washington,1100.08,971.85,1140.68,770.53,1054.61,989.96,1103.25,1174.94,910.29,810.17,986.96
USA,West Virginia,1043.81,1323.55,1051.31,1267.04,1202.92,1267.3,1091.12,1206.67,1648.67,1268.63,1447.06
USA,Wisconsin,952.34,810.99,748.19,928.67,919.18,879.87,958.72,887.62,1028.13,1152.1,890.09
USA,Wyoming,378.1,398.65,220.31,372.63,382.6,390.91,372.08,352.45,377.37,427.65,243.6
Uzbekisthan,Uzbekistan,173.02,196.54,191.96,216,210.9,243.62,253.64,191.98,169.38,217.67,185.3
Uzbekisthan,Andijan,392.13,345.42,265.36,301.2,329.37,399.82,420.78,352.54,329.4,288.09,306.61
Uzbekisthan,Bukhara,103.99,130.94,144.32,159.59,144.07,168.09,172.95,151.44,120.87,176.19,146.59
Uzbekisthan,Fergana,392.81,367.07,298.89,319.95,361.79,434.41,417.1,336.35,331.98,319.2,313.01
Uzbekisthan,Karakalpakstan,107.85,124.73,100.26,144.94,133.53,160.96,188.28,124.61,100.08,117.67,88.78
Uzbekisthan,Kashkadarya,263.26,280.02,372.52,322.28,347.72,359.96,338.16,270.17,247.21,402.62,350.67
Uzbekisthan,Khorezm,64.4,99.97,81.43,128.7,116.62,133.16,158.77,110.96,93.79,102.71,83.86
Uzbekisthan,Namangan,465.19,433.18,341.62,374.15,417.74,498.3,509.05,425.61,388.36,358.2,365.82
Uzbekisthan,Samarkand,268.73,303.02,349.77,323.87,341.37,357.81,341.9,280.91,249.34,388.84,334.16
Uzbekisthan,Surkhandarya,353.31,366.85,487.12,409.92,455.85,459.67,430.5,320.07,316.55,511.76,450.38
Uzbekisthan,Sirdarya,347.48,380.3,361.99,366.15,394.61,428.21,389.01,306.12,300.62,393.66,353.77
Uzbekisthan,Tashkent,496,498.13,418.53,447.92,501.14,567.33,564.44,469.22,430.69,430.42,423.76
Uzbekisthan,Jizzakh,348.17,394.95,396.78,393.34,418.48,444.56,417.07,328.68,314.48,435.83,380.33
Uzbekisthan,Navoiy,104.64,144.98,133.53,176.06,142.56,188.7,204.54,154.64,135.31,166.82,135.44
Uzbekisthan,Tashkent city,387.8,422.6,357.5,401.4,437.7,477.8,468.9,375.1,357.7,365.8,356.5
